id,student_id,student_name,question_topic,question_style,error_style,start_time,submit_time,difficulty,score,time_consumed,memory,time_region,student_group
48,20265580,林秀英,双指针,判断题,答案正确,2026-06-14 10:48:16,2026-06-14 10:49:56,中等,2,100,497,早上,高绩效
49,20265580,林秀英,查找,编程题,答案正确,2026-01-28 12:20:52,2026-01-28 12:23:48,简单,15,176,714,中午,高绩效
50,20265580,林秀英,链表,解答题,答案正确,2026-03-30 03:35:28,2026-03-30 03:39:47,中等,10,259,751,凌晨,高绩效
51,20265580,林秀英,双指针,填空题,答案正确,2026-04-03 19:18:39,2026-04-03 19:19:18,简单,5,39,146,晚上,高绩效
52,20265580,林秀英,广度优先搜索(BFS),编程题,答案正确,2026-04-01 04:51:01,2026-04-01 04:53:49,简单,15,168,906,凌晨,高绩效
53,20265580,林秀英,栈,填空题,答案正确,2026-06-12 15:45:57,2026-06-12 15:46:30,简单,5,33,339,下午,高绩效
54,20265580,林秀英,顺序表,填空题,答案正确,2026-01-18 18:16:07,2026-01-18 18:16:47,简单,5,40,259,晚上,高绩效
55,20265580,林秀英,链表,选择题,答案正确,2026-05-10 08:32:21,2026-05-10 08:33:21,中等,5,60,527,早上,高绩效
56,20265580,林秀英,链表,选择题,答案正确,2026-05-01 11:40:32,2026-05-01 11:42:02,中等,5,90,553,中午,高绩效
57,20265580,林秀英,顺序表,解答题,答案正确,2026-05-13 18:12:44,2026-05-13 18:20:19,中等,10,455,908,晚上,高绩效
58,20265580,林秀英,栈,解答题,答案正确,2026-03-28 08:27:49,2026-03-28 08:31:06,简单,10,197,741,早上,高绩效
59,20265580,林秀英,深度优先搜索(DFS),编程题,答案正确,2026-03-29 06:40:14,2026-03-29 06:47:35,中等,15,441,948,早上,高绩效
60,20265580,林秀英,队列,选择题,答案正确,2026-02-18 13:22:09,2026-02-18 13:23:43,中等,5,94,568,中午,高绩效
61,20265580,林秀英,查找,选择题,答案正确,2026-04-06 22:09:05,2026-04-06 22:10:52,中等,5,107,435,晚上,高绩效
62,20265580,林秀英,位运算,填空题,答案正确,2026-06-05 19:37:23,2026-06-05 19:39:07,中等,5,104,408,晚上,高绩效
63,20265580,林秀英,动态规划(DP),判断题,答案正确,2026-05-10 06:08:55,2026-05-10 06:13:07,困难,2,252,977,早上,高绩效
64,20265580,林秀英,哈希表,填空题,答案正确,2026-06-15 19:43:20,2026-06-15 19:44:10,中等,5,50,596,晚上,高绩效
65,20265580,林秀英,广度优先搜索(BFS),填空题,答案正确,2026-06-06 12:02:45,2026-06-06 12:05:41,困难,5,176,781,中午,高绩效
66,20265580,林秀英,顺序表,判断题,答案正确,2026-04-21 08:55:26,2026-04-21 08:56:50,中等,2,84,437,早上,高绩效
67,20265580,林秀英,图,填空题,答案正确,2026-05-27 12:39:57,2026-05-27 12:41:13,中等,5,76,437,中午,高绩效
68,20265580,林秀英,回溯算法,判断题,答案正确,2026-06-18 03:18:33,2026-06-18 03:20:10,中等,2,97,416,凌晨,高绩效
69,20265580,林秀英,查找,编程题,答案正确,2026-04-27 13:39:56,2026-04-27 13:45:12,简单,15,316,994,中午,高绩效
70,20265580,林秀英,顺序表,填空题,答案正确,2026-03-07 10:00:17,2026-03-07 10:00:27,简单,5,10,332,早上,高绩效
71,20265580,林秀英,顺序表,选择题,答案正确,2026-06-29 15:27:23,2026-06-29 15:29:27,困难,5,124,620,下午,高绩效
72,20265580,林秀英,位运算,填空题,审题错误,2026-03-04 16:02:33,2026-03-04 16:06:30,困难,0,237,707,下午,高绩效
73,20265580,林秀英,双指针,选择题,计算错误,2026-05-06 19:25:03,2026-05-06 19:27:43,困难,0,160,743,晚上,高绩效
74,20265580,林秀英,查找,编程题,答案正确,2026-02-02 10:28:09,2026-02-02 10:32:17,简单,15,248,790,早上,高绩效
75,20265580,林秀英,哈希表,填空题,答案正确,2026-05-24 19:49:37,2026-05-24 19:51:27,中等,5,110,517,晚上,高绩效
76,20265580,林秀英,图,选择题,答案正确,2026-02-13 20:21:33,2026-02-13 20:23:22,中等,5,109,546,晚上,高绩效
77,20265580,林秀英,位运算,选择题,答案正确,2026-06-29 23:09:01,2026-06-29 23:10:01,中等,5,60,562,晚上,高绩效
78,20265580,林秀英,树,解答题,部分正确,2026-03-22 21:49:11,2026-03-22 21:56:03,中等,5,412,753,晚上,高绩效
79,20265580,林秀英,链表,选择题,答案正确,2026-07-14 19:19:15,2026-07-14 19:20:07,中等,5,52,528,晚上,高绩效
80,20265580,林秀英,字符串匹配(KMP),填空题,答案正确,2026-01-22 16:19:32,2026-01-22 16:19:51,简单,5,19,208,下午,高绩效
81,20265580,林秀英,排序,解答题,部分正确,2026-06-15 13:23:38,2026-06-15 13:26:58,简单,6,200,827,中午,高绩效
82,20265580,林秀英,栈,编程题,答案正确,2026-01-22 13:58:58,2026-01-22 14:04:17,简单,15,319,759,中午,高绩效
83,20265580,林秀英,栈,编程题,答案正确,2026-03-13 12:19:38,2026-03-13 12:22:33,简单,15,175,861,中午,高绩效
84,20265580,林秀英,位运算,判断题,答案正确,2026-04-13 12:26:39,2026-04-13 12:28:30,中等,2,111,487,中午,高绩效
85,20265580,林秀英,队列,选择题,答案正确,2026-06-11 01:55:51,2026-06-11 01:57:47,中等,5,116,478,凌晨,高绩效
86,20265580,林秀英,顺序表,解答题,部分正确,2026-06-19 20:31:17,2026-06-19 20:38:19,困难,4,422,709,晚上,高绩效
87,20265580,林秀英,栈,选择题,答案正确,2026-05-26 04:06:15,2026-05-26 04:07:00,简单,5,45,293,凌晨,高绩效
88,20265580,林秀英,动态规划(DP),填空题,审题错误,2026-05-12 01:44:14,2026-05-12 01:46:13,中等,0,119,564,凌晨,高绩效
89,20265580,林秀英,深度优先搜索(DFS),判断题,答案正确,2026-05-08 04:27:40,2026-05-08 04:27:59,简单,2,19,142,凌晨,高绩效
90,20265580,林秀英,字符串,填空题,答案正确,2026-07-08 23:11:08,2026-07-08 23:16:08,困难,5,300,912,晚上,高绩效
91,20265580,林秀英,字符串匹配(KMP),填空题,答案正确,2026-04-17 20:02:26,2026-04-17 20:02:53,简单,5,27,341,晚上,高绩效
92,20265580,林秀英,查找,判断题,答案正确,2026-02-16 18:54:01,2026-02-16 18:55:49,中等,2,108,482,晚上,高绩效
93,20265580,林秀英,双指针,填空题,答案正确,2026-03-22 18:19:01,2026-03-22 18:19:27,简单,5,26,149,晚上,高绩效
94,20265580,林秀英,字符串,解答题,部分正确,2026-05-31 00:56:28,2026-05-31 01:05:56,困难,3,568,948,凌晨,高绩效
95,20265580,林秀英,回溯算法,判断题,答案正确,2026-04-15 13:46:14,2026-04-15 13:47:42,中等,2,88,487,中午,高绩效
96,20265580,林秀英,动态规划(DP),填空题,计算错误,2026-07-07 01:38:58,2026-07-07 01:40:08,中等,0,70,451,凌晨,高绩效
97,20267270,杨秀英军,位运算,选择题,答案正确,2026-04-06 16:18:43,2026-04-06 16:19:35,中等,5,52,542,下午,高绩效
98,20267270,杨秀英军,回溯算法,判断题,答案正确,2026-03-27 13:51:14,2026-03-27 13:52:33,中等,2,79,588,中午,高绩效
99,20267270,杨秀英军,位运算,判断题,计算错误,2026-04-01 14:05:52,2026-04-01 14:07:10,中等,0,78,514,下午,高绩效
100,20267270,杨秀英军,排序,解答题,答案正确,2026-01-30 04:44:59,2026-01-30 04:49:22,简单,10,263,981,凌晨,高绩效
101,20267270,杨秀英军,字符串匹配(KMP),填空题,答案正确,2026-03-03 01:25:20,2026-03-03 01:25:29,简单,5,9,149,凌晨,高绩效
102,20267270,杨秀英军,栈,解答题,答案正确,2026-03-26 23:39:17,2026-03-26 23:44:01,简单,10,284,770,晚上,高绩效
103,20267270,杨秀英军,查找,编程题,答案正确,2026-05-15 02:51:07,2026-05-15 02:55:58,简单,15,291,809,凌晨,高绩效
104,20267270,杨秀英军,字符串,编程题,答案正确,2026-04-09 22:01:04,2026-04-09 22:06:16,简单,15,312,812,晚上,高绩效
105,20267270,杨秀英军,顺序表,选择题,答案正确,2026-06-15 13:35:17,2026-06-15 13:37:14,中等,5,117,507,中午,高绩效
106,20267270,杨秀英军,查找,解答题,答案正确,2026-05-22 02:06:25,2026-05-22 02:09:45,简单,10,200,714,凌晨,高绩效
107,20267270,杨秀英军,顺序表,填空题,答案正确,2026-05-15 23:49:30,2026-05-15 23:50:00,简单,5,30,222,晚上,高绩效
108,20267270,杨秀英军,位运算,填空题,答案正确,2026-02-11 17:59:08,2026-02-11 18:00:30,中等,5,82,475,下午,高绩效
109,20267270,杨秀英军,回溯算法,填空题,答案正确,2026-05-12 08:34:47,2026-05-12 08:35:50,中等,5,63,527,早上,高绩效
110,20267270,杨秀英军,排序,判断题,答案正确,2026-05-17 16:02:28,2026-05-17 16:03:37,中等,2,69,531,下午,高绩效
111,20267270,杨秀英军,顺序表,解答题,答案正确,2026-03-19 18:06:59,2026-03-19 18:19:56,困难,10,777,640,晚上,高绩效
112,20267270,杨秀英军,树,解答题,答案正确,2026-06-25 10:21:36,2026-06-25 10:28:13,中等,10,397,741,早上,高绩效
113,20267270,杨秀英军,回溯算法,判断题,答案正确,2026-01-26 19:59:43,2026-01-26 20:01:20,中等,2,97,594,晚上,高绩效
114,20267270,杨秀英军,排序,解答题,答案正确,2026-05-29 03:55:43,2026-05-29 04:00:35,简单,10,292,635,凌晨,高绩效
115,20267270,杨秀英军,字符串,解答题,答案正确,2026-04-18 07:20:08,2026-04-18 07:27:13,困难,10,425,788,早上,高绩效
116,20267270,杨秀英军,队列,编程题,答案正确,2026-03-02 18:55:11,2026-03-02 18:59:39,中等,15,268,820,晚上,高绩效
117,20267270,杨秀英军,位运算,编程题,答案正确,2026-03-04 13:01:54,2026-03-04 13:06:17,中等,15,263,945,中午,高绩效
118,20267270,杨秀英军,字符串匹配(KMP),填空题,答案正确,2026-06-23 17:37:07,2026-06-23 17:37:23,简单,5,16,206,下午,高绩效
119,20267270,杨秀英军,顺序表,填空题,答案正确,2026-04-25 14:19:32,2026-04-25 14:19:48,简单,5,16,188,下午,高绩效
120,20267270,杨秀英军,堆,解答题,答案正确,2026-03-03 01:27:02,2026-03-03 01:32:06,中等,10,304,713,凌晨,高绩效
121,20267270,杨秀英军,哈希表,编程题,部分正确,2026-01-29 11:21:19,2026-01-29 11:29:03,中等,8,464,964,中午,高绩效
122,20267270,杨秀英军,位运算,选择题,答案正确,2026-06-06 01:11:56,2026-06-06 01:13:52,中等,5,116,566,凌晨,高绩效
123,20267270,杨秀英军,排序,判断题,答案正确,2026-03-29 20:33:55,2026-03-29 20:34:57,中等,2,62,505,晚上,高绩效
124,20267270,杨秀英军,位运算,选择题,格式错误,2026-03-02 07:27:35,2026-03-02 07:29:22,中等,0,107,448,早上,高绩效
125,20267270,杨秀英军,顺序表,选择题,答案正确,2026-03-19 01:27:00,2026-03-19 01:30:24,困难,5,204,926,凌晨,高绩效
126,20267270,杨秀英军,深度优先搜索(DFS),填空题,答案正确,2026-02-27 17:38:03,2026-02-27 17:39:25,中等,5,82,517,下午,高绩效
127,20267270,杨秀英军,顺序表,选择题,答案正确,2026-05-04 04:43:44,2026-05-04 04:44:51,中等,5,67,565,凌晨,高绩效
128,20267270,杨秀英军,栈,选择题,答案正确,2026-06-02 00:07:24,2026-06-02 00:07:43,简单,5,19,244,凌晨,高绩效
129,20267270,杨秀英军,顺序表,解答题,答案正确,2026-07-01 12:51:54,2026-07-01 12:58:42,困难,10,408,761,中午,高绩效
130,20267270,杨秀英军,排序,解答题,答案正确,2026-05-20 20:28:15,2026-05-20 20:32:15,简单,10,240,909,晚上,高绩效
131,20267270,杨秀英军,栈,填空题,答案正确,2026-05-18 23:33:19,2026-05-18 23:33:51,简单,5,32,264,晚上,高绩效
132,20267270,杨秀英军,深度优先搜索(DFS),填空题,答案正确,2026-05-22 04:58:33,2026-05-22 04:59:31,中等,5,58,549,凌晨,高绩效
133,20267270,杨秀英军,队列,编程题,答案正确,2026-04-12 13:17:57,2026-04-12 13:25:19,中等,15,442,758,中午,高绩效
134,20267270,杨秀英军,动态规划(DP),选择题,答案正确,2026-02-16 23:04:15,2026-02-16 23:08:39,困难,5,264,654,晚上,高绩效
135,20267270,杨秀英军,哈希表,解答题,部分正确,2026-04-19 10:56:50,2026-04-19 11:06:38,困难,4,588,883,早上,高绩效
136,20267270,杨秀英军,查找,选择题,答案正确,2026-07-14 22:27:51,2026-07-14 22:29:33,中等,5,102,414,晚上,高绩效
137,20267270,杨秀英军,排序,选择题,答案正确,2026-04-15 12:58:48,2026-04-15 13:00:24,中等,5,96,497,中午,高绩效
138,20267270,杨秀英军,链表,解答题,答案正确,2026-05-10 10:24:02,2026-05-10 10:35:18,困难,10,676,878,早上,高绩效
139,20267270,杨秀英军,查找,编程题,答案正确,2026-05-05 20:28:10,2026-05-05 20:33:07,简单,15,297,892,晚上,高绩效
140,20267270,杨秀英军,广度优先搜索(BFS),填空题,格式错误,2026-02-03 03:40:49,2026-02-03 03:43:07,困难,0,138,713,凌晨,高绩效
141,20267270,杨秀英军,查找,编程题,答案正确,2026-05-23 01:16:49,2026-05-23 01:21:11,简单,15,262,862,凌晨,高绩效
142,20267270,杨秀英军,顺序表,解答题,答案正确,2026-02-18 09:44:27,2026-02-18 09:50:56,中等,10,389,833,早上,高绩效
143,20267270,杨秀英军,双指针,选择题,概念错误,2026-04-05 10:45:52,2026-04-05 10:50:49,困难,0,297,855,早上,高绩效
144,20267270,杨秀英军,顺序表,填空题,答案正确,2026-04-12 16:09:43,2026-04-12 16:12:15,困难,5,152,931,下午,高绩效
145,20267270,杨秀英军,链表,解答题,答案正确,2026-06-23 19:10:46,2026-06-23 19:17:55,中等,10,429,916,晚上,高绩效
146,20267270,杨秀英军,位运算,选择题,答案正确,2026-07-05 02:32:11,2026-07-05 02:34:09,中等,5,118,562,凌晨,高绩效
147,20267270,杨秀英军,队列,选择题,答案正确,2026-01-30 10:45:37,2026-01-30 10:47:26,中等,5,109,416,早上,高绩效
148,20267270,杨秀英军,双指针,填空题,答案正确,2026-05-28 00:43:38,2026-05-28 00:43:59,简单,5,21,109,凌晨,高绩效
149,20267270,杨秀英军,哈希表,填空题,答案正确,2026-02-10 22:59:17,2026-02-10 23:00:17,中等,5,60,441,晚上,高绩效
150,20267270,杨秀英军,位运算,填空题,答案正确,2026-03-23 07:08:30,2026-03-23 07:11:36,困难,5,186,763,早上,高绩效
151,20267270,杨秀英军,查找,选择题,答案正确,2026-07-02 15:53:32,2026-07-02 15:54:39,中等,5,67,581,下午,高绩效
152,20267270,杨秀英军,排序,解答题,答案正确,2026-02-15 18:30:49,2026-02-15 18:37:45,中等,10,416,635,晚上,高绩效
153,20267270,杨秀英军,查找,编程题,答案正确,2026-06-30 07:32:35,2026-06-30 07:37:07,简单,15,272,616,早上,高绩效
154,20267270,杨秀英军,堆,选择题,计算错误,2026-03-13 20:19:19,2026-03-13 20:23:04,困难,0,225,630,晚上,高绩效
155,20267270,杨秀英军,顺序表,填空题,答案正确,2026-02-19 03:34:51,2026-02-19 03:35:06,简单,5,15,400,凌晨,高绩效
156,20267270,杨秀英军,树,解答题,答案正确,2026-02-19 18:32:08,2026-02-19 18:37:32,中等,10,324,777,晚上,高绩效
157,20267270,杨秀英军,链表,选择题,答案正确,2026-04-30 22:26:22,2026-04-30 22:30:45,困难,5,263,791,晚上,高绩效
158,20267270,杨秀英军,堆,判断题,答案正确,2026-06-08 19:31:03,2026-06-08 19:31:25,简单,2,22,249,晚上,高绩效
159,20267270,杨秀英军,链表,解答题,答案正确,2026-05-06 17:40:11,2026-05-06 17:44:59,简单,10,288,844,下午,高绩效
160,20267270,杨秀英军,查找,解答题,答案正确,2026-02-27 20:29:38,2026-02-27 20:34:28,中等,10,290,707,晚上,高绩效
161,20267270,杨秀英军,队列,编程题,答案正确,2026-01-23 11:42:58,2026-01-23 11:48:03,中等,15,305,711,中午,高绩效
162,20267270,杨秀英军,顺序表,解答题,部分正确,2026-02-05 06:21:59,2026-02-05 06:26:51,中等,4,292,798,早上,高绩效
163,20267270,杨秀英军,动态规划(DP),编程题,答案正确,2026-04-28 19:35:31,2026-04-28 19:42:44,困难,15,433,630,晚上,高绩效
164,20267270,杨秀英军,链表,解答题,答案正确,2026-06-29 10:18:28,2026-06-29 10:23:38,中等,10,310,852,早上,高绩效
165,20267270,杨秀英军,查找,编程题,答案正确,2026-05-08 10:24:37,2026-05-08 10:28:41,简单,15,244,755,早上,高绩效
166,20267270,杨秀英军,动态规划(DP),选择题,知识点缺失,2026-07-10 02:06:00,2026-07-10 02:09:26,困难,0,206,833,凌晨,高绩效
167,20267270,杨秀英军,查找,选择题,答案正确,2026-04-03 12:38:55,2026-04-03 12:40:30,中等,5,95,406,中午,高绩效
168,20267270,杨秀英军,字符串匹配(KMP),填空题,答案正确,2026-01-25 09:16:13,2026-01-25 09:16:43,简单,5,30,149,早上,高绩效
169,20267270,杨秀英军,位运算,选择题,答案正确,2026-03-15 02:10:41,2026-03-15 02:11:55,中等,5,74,413,凌晨,高绩效
170,20267270,杨秀英军,深度优先搜索(DFS),判断题,答案正确,2026-06-03 13:45:53,2026-06-03 13:46:37,简单,2,44,297,中午,高绩效
171,20267270,杨秀英军,广度优先搜索(BFS),解答题,答案正确,2026-04-23 13:31:36,2026-04-23 13:38:18,中等,10,402,712,中午,高绩效
172,20267270,杨秀英军,位运算,填空题,格式错误,2026-06-18 22:36:22,2026-06-18 22:40:14,困难,0,232,715,晚上,高绩效
173,20267270,杨秀英军,栈,编程题,答案正确,2026-02-27 17:09:53,2026-02-27 17:12:34,简单,15,161,860,下午,高绩效
174,20267270,杨秀英军,图,选择题,答案正确,2026-04-01 11:44:15,2026-04-01 11:45:08,中等,5,53,579,中午,高绩效
175,20267270,杨秀英军,字符串匹配(KMP),填空题,答案正确,2026-06-29 04:34:52,2026-06-29 04:35:25,简单,5,33,200,凌晨,高绩效
176,20267270,杨秀英军,字符串匹配(KMP),填空题,答案正确,2026-03-28 07:21:05,2026-03-28 07:21:24,简单,5,19,174,早上,高绩效
177,20267270,杨秀英军,动态规划(DP),填空题,答案正确,2026-05-16 14:29:33,2026-05-16 14:31:12,中等,5,99,407,下午,高绩效
178,20267270,杨秀英军,查找,填空题,答案正确,2026-03-13 00:53:45,2026-03-13 00:54:24,简单,5,39,113,凌晨,高绩效
179,20267270,杨秀英军,深度优先搜索(DFS),编程题,答案正确,2026-02-25 09:01:07,2026-02-25 09:09:03,中等,15,476,843,早上,高绩效
180,20267270,杨秀英军,查找,判断题,答案正确,2026-03-06 15:05:09,2026-03-06 15:09:17,困难,2,248,613,下午,高绩效
181,20267270,杨秀英军,堆,解答题,答案正确,2026-05-16 20:48:51,2026-05-16 20:53:40,中等,10,289,838,晚上,高绩效
182,20267270,杨秀英军,队列,编程题,答案正确,2026-05-12 16:46:58,2026-05-12 16:52:20,中等,15,322,626,下午,高绩效
183,20263167,刘秀英丽,回溯算法,填空题,答案正确,2026-04-24 06:08:12,2026-04-24 06:10:52,困难,5,160,915,早上,高绩效
184,20263167,刘秀英丽,链表,解答题,答案正确,2026-02-19 18:52:33,2026-02-19 18:55:47,简单,10,194,940,晚上,高绩效
185,20263167,刘秀英丽,位运算,判断题,概念错误,2026-07-02 10:02:58,2026-07-02 10:04:18,中等,0,80,547,早上,高绩效
186,20263167,刘秀英丽,回溯算法,解答题,答案正确,2026-04-12 13:54:31,2026-04-12 13:59:38,简单,10,307,813,中午,高绩效
187,20263167,刘秀英丽,字符串,解答题,答案正确,2026-02-11 00:32:52,2026-02-11 00:45:16,困难,10,744,883,凌晨,高绩效
188,20263167,刘秀英丽,哈希表,选择题,答案正确,2026-01-22 01:56:45,2026-01-22 01:57:10,简单,5,25,396,凌晨,高绩效
189,20263167,刘秀英丽,哈希表,选择题,答案正确,2026-06-21 22:09:15,2026-06-21 22:09:39,简单,5,24,396,晚上,高绩效
190,20263167,刘秀英丽,位运算,选择题,格式错误,2026-02-27 07:33:27,2026-02-27 07:38:16,困难,0,289,775,早上,高绩效
191,20263167,刘秀英丽,位运算,选择题,答案正确,2026-05-01 08:58:19,2026-05-01 08:59:53,中等,5,94,579,早上,高绩效
192,20263167,刘秀英丽,字符串匹配(KMP),填空题,答案正确,2026-04-19 00:50:10,2026-04-19 00:50:22,简单,5,12,278,凌晨,高绩效
193,20263167,刘秀英丽,回溯算法,判断题,答案正确,2026-04-18 06:03:05,2026-04-18 06:04:25,中等,2,80,459,早上,高绩效
194,20263167,刘秀英丽,回溯算法,填空题,答案正确,2026-03-28 01:53:42,2026-03-28 01:54:31,中等,5,49,561,凌晨,高绩效
195,20263167,刘秀英丽,链表,选择题,答案正确,2026-07-03 00:36:18,2026-07-03 00:36:38,简单,5,20,114,凌晨,高绩效
196,20263167,刘秀英丽,哈希表,选择题,答案正确,2026-06-10 05:34:19,2026-06-10 05:35:05,简单,5,46,383,凌晨,高绩效
197,20263167,刘秀英丽,动态规划(DP),编程题,知识点缺失,2026-06-09 09:00:47,2026-06-09 09:11:25,困难,0,638,718,早上,高绩效
198,20263167,刘秀英丽,堆,判断题,答案正确,2026-05-25 11:29:16,2026-05-25 11:30:12,中等,2,56,557,中午,高绩效
199,20263167,刘秀英丽,哈希表,选择题,答案正确,2026-03-07 13:40:51,2026-03-07 13:41:26,简单,5,35,278,中午,高绩效
